Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin IVA
P25CON011287900,ACTIVA,NORMAL,ES0022000008321011TN,31/01/2025,28/02/2025,11/03/2025,,,,,"1,625.44","Avda. do Regato, 1-3 (prolongación Ntra. Sra. de la Sainza-Rotonda C/. Zamora)",Ourense,Ourense,OURENSE,3201 - Ourense,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50271216,,,"2,011.00",,,"1,385.00",,,0.00,,,0.00,,,0.00,,,"2,660.00","6,056.00",,,729.00,,,473.00,,,0.00,,,0.00,,,0.00,,,"1,208.00","2,410.00",,46.03,,35.52,,0.00,,0.00,,0.00,,33.16,46.03,27.00,66.00,66.00,66.00,66.00,66.00,"1,349.18",151.50,2.72,78.98,1.70,341.34,0.00,0.00,,,"1,966.78",,,,,,,41.36,18344489,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243674,ACTIVA,NORMAL,ES0022000008443501JG,31/01/2025,28/02/2025,10/03/2025,,,,,"1,735.52","Avda. de Madrid, 28",Arganda del Rey,Madrid,ARGANDA DEL REY,2817 - Arganda Del Rey,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,45738709,,,"2,668.00",,,"1,352.00",,,0.00,,,0.00,,,0.00,,,"1,958.00","5,978.00",,,72.00,,,23.00,,,0.00,,,0.00,,,0.00,,,50.00,145.00,,52.38,,40.33,,0.00,,0.00,,0.00,,34.89,52.38,49.00,82.50,82.50,82.50,82.50,82.50,"1,436.35",212.36,0.00,84.29,2.52,364.46,0.00,0.00,,,"2,099.98",,,,,,,0.00,18340300,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243655,ACTIVA,NORMAL,ES0021000003951231FN,31/01/2025,28/02/2025,10/03/2025,,,,,"1,597.15","Vía Complutense, 83",Alcalá de Henares,Madrid,ALCALÁ DE HENARES,2802 - Alcalá De Henares,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49517252,,,"2,012.00",,,"1,467.00",,,0.00,,,0.00,,,0.00,,,"1,162.00","4,641.00",,,357.00,,,370.00,,,0.00,,,0.00,,,0.00,,,160.00,887.00,,55.38,,56.06,,0.00,,0.00,,0.00,,47.83,56.06,33.00,63.20,63.20,63.20,63.20,63.20,"1,126.74",155.86,0.00,77.42,5.54,335.40,0.00,0.00,,,"1,932.55",,,,,,,231.59,18340283,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011552889,ACTIVA,NORMAL,ES0032000002952991ET,31/01/2025,28/02/2025,13/03/2025,,,,,567.82,Hermanos Becerril 24,Cuenca,Cuenca,CUENCA,1601 - Cuenca,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47742387,,,649.00,,,452.00,,,0.00,,,0.00,,,0.00,,,"1,258.00","2,359.00",,,237.00,,,143.00,,,0.00,,,0.00,,,0.00,,,22.00,402.00,,8.73,,9.14,,0.00,,0.00,,0.00,,9.81,9.81,9.00,11.00,11.00,11.00,11.00,25.00,500.49,33.49,0.95,27.35,5.54,119.24,0.00,0.00,,,687.06,,,,,,,0.00,18377661,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511552,ACTIVA,NORMAL,ES0031405290900003WK,31/01/2025,28/02/2025,06/03/2025,,,,,"1,201.25","Ronda de Ponent, 8",Sabadell,Barcelona,SABADELL,0810 - Sabadell,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300158969,,,"1,807.00",,,"1,126.00",,,0.00,,,0.00,,,0.00,,,"1,078.00","4,011.00",,,347.00,,,207.00,,,0.00,,,0.00,,,0.00,,,111.00,665.00,,33.00,,33.00,,0.00,,0.00,,0.00,,23.00,33.00,25.00,30.00,30.00,30.00,30.00,30.00,977.23,88.05,0.00,57.95,9.94,252.26,0.00,0.00,,,"1,453.51",,,,,,,68.08,18318020,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380494,ACTIVA,NORMAL,ES0031300001885035PX,31/01/2025,28/02/2025,05/03/2025,,,,,"1,278.38","Plaza San Antonio, 10",Huesca,Huesca,HUESCA,2201 - Huesca,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,84518379,,,"1,905.00",,,"1,313.00",,,0.00,,,0.00,,,0.00,,,635.00,"3,853.00",,,929.00,,,673.00,,,0.00,,,0.00,,,0.00,,,0.00,"1,602.00",,32.00,,36.00,,0.00,,0.00,,0.00,,28.00,36.00,60.00,60.00,60.00,60.00,60.00,60.00,976.34,191.20,22.44,60.84,27.56,268.46,0.00,0.00,,,"1,546.84",,,,,,,0.00,18317958,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243673,ACTIVA,NORMAL,ES0022000005217961AF,31/01/2025,28/02/2025,10/03/2025,,,,,"1,171.10","Pº Conde Sepúlveda, 22",Segovia,Segovia,SEGOVIA,4001 - Segovia,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47583254,,,"1,698.00",,,"1,105.00",,,0.00,,,0.00,,,0.00,,,"1,127.00","3,930.00",,,80.00,,,59.00,,,0.00,,,0.00,,,0.00,,,17.00,156.00,,31.56,,19.40,,0.00,,0.00,,0.00,,10.12,31.56,17.00,30.00,30.00,30.00,30.00,30.00,946.40,75.99,0.00,56.88,1.70,245.93,0.00,0.00,,,"1,417.03",,,,,,,90.13,18340299,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010270596,ACTIVA,NORMAL,ES0031300072350021BB,31/01/2025,28/02/2025,04/03/2025,,,,,678.64,"Avda. Galán Bergua, 31 bajos",Alcañiz,Teruel,ALCAÑIZ,4403 - Alcañiz,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,37772626,,,"1,050.00",,,719.00,,,0.00,,,0.00,,,0.00,,,477.00,"2,246.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,16.00,,16.00,,0.00,,0.00,,0.00,,8.00,16.00,11.00,14.00,14.00,14.00,14.00,55.42,557.50,44.40,0.00,30.77,45.97,142.51,0.00,0.00,,,821.15,,,,,,,0.00,18314370,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON012887009,ACTIVA,NORMAL,ES0034111302895039FY,31/01/2025,28/02/2025,19/03/2025,,,,,812.57,"Avda. de Andalucía, 52-54-56 (Bajos)",Cádiz,Cádiz,CÁDIZ,1101 - Cádiz,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85100158,,,895.00,,,635.00,,,0.00,,,0.00,,,0.00,,,"1,280.00","2,810.00",,,38.00,,,24.00,,,0.00,,,0.00,,,0.00,,,52.00,114.00,,7.00,,6.00,,0.00,,0.00,,0.00,,7.00,7.00,45.00,45.00,45.00,45.00,45.00,60.00,619.77,144.95,0.00,39.10,8.75,170.64,0.00,0.00,,,983.21,,,,,,,0.00,18406004,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380501,ACTIVA,NORMAL,ES0031104239023001FP,31/01/2025,28/02/2025,05/03/2025,,,,,833.54,"CARLO GOLDONI 84, LOC",Málaga,Málaga,GUADALHORCE,2905 - Guadalhorce,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502406134,,,953.00,,,600.00,,,0.00,,,0.00,,,0.00,,,"1,502.00","3,055.00",,,204.00,,,230.00,,,0.00,,,0.00,,,0.00,,,"1,285.00","1,719.00",,24.00,,36.00,,0.00,,0.00,,0.00,,24.00,36.00,27.00,33.00,33.00,33.00,33.00,63.00,666.22,99.23,1.33,39.20,27.56,175.04,0.00,0.00,,,"1,008.58",,,,,,,0.00,18317965,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380495,ACTIVA,NORMAL,ES0031105567377001BW,31/01/2025,28/02/2025,05/03/2025,,,,,"1,351.98",CR RINCONCILLO EDI GOLETA 1 BAJO LOCAL 001,Algeciras,Cádiz,ALGECIRAS,1102 - Algeciras,,,3.0TD,ENDESA,,REAL,29504865,,,"2,078.00",,,"1,516.00",,,0.00,,,0.00,,,0.00,,,547.00,"4,141.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,36.00,,48.00,,0.00,,0.00,,0.00,,32.00,48.00,63.00,63.00,63.00,63.00,63.00,63.00,"1,059.25",200.75,0.00,64.42,27.56,283.92,0.00,0.00,,,"1,635.90",,,,,,,0.00,18317959,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243684,ACTIVA,NORMAL,ES0021000003895420HE,31/01/2025,28/02/2025,10/03/2025,,,,,"2,042.52","Avda. Madrid, 2",Logroño,"Rioja, La",LOGROÑO,2601 - Logroño,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49518897,,,"3,367.00",,,"2,198.00",,,0.00,,,0.00,,,0.00,,,"1,185.00","6,750.00",,,150.00,,,97.00,,,0.00,,,0.00,,,0.00,,,60.00,307.00,,50.45,,55.90,,0.00,,0.00,,0.00,,52.31,55.90,38.00,44.00,44.00,44.00,44.00,55.00,"1,709.91",132.31,0.00,98.99,7.36,428.93,0.00,0.00,,,"2,471.45",,,,,,,93.95,18340316,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON030539899,ACTIVA,NORMAL,ES0113000050679937ZD,31/01/2025,28/02/2025,26/06/2025,,,,,"2,784.07","Alfons IV, 27-31",Granollers,Barcelona,GRANOLLERS,0831 - Granollers Sos,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,89334,93594,"4,260.00",132640,135489,"2,849.00",80771,80771,0.00,66294,66294,0.00,26069,26069,0.00,114770,117070,"2,300.00","9,409.00",41429,43213,"1,784.00",57592,58732,"1,140.00",38338,38338,0.00,30663,30663,0.00,8138,8138,0.00,47888,48685,797.00,"3,721.00",73,73.54,68,68.13,0,0.00,0,0.00,0,0.00,63,63.55,73.54,100.00,100.00,100.00,100.00,100.00,100.00,"2,305.98",318.65,24.02,135.42,0.00,584.65,0.00,0.00,,,"3,368.72",,,,,,,0.00,P25CON030539899,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON012203114,ACTIVA,NORMAL,ES0026000000459854JP,31/01/2025,28/02/2025,15/03/2025,,,,,899.13,"Ramón y Cajal, 5",Gijón,Asturias,GIJÓN,3301 - Gijón,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50321421,,,"1,320.00",,,825.00,,,0.00,,,0.00,,,0.00,,,441.00,"2,586.00",,,363.00,,,299.00,,,0.00,,,0.00,,,0.00,,,68.00,730.00,,37.88,,37.34,,0.00,,0.00,,0.00,,33.16,37.88,26.00,45.00,45.00,45.00,45.00,45.00,658.87,114.74,1.11,43.37,7.52,188.82,0.00,0.00,,,"1,087.95",,,,,,,73.52,18386522,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243656,ACTIVA,NORMAL,ES0021000008694283DG,31/01/2025,28/02/2025,10/03/2025,,,,,"1,669.56","Senda San Miguel de Soternes, 36",València,Valencia/València,VALENCIA CID,4606 - Valencia Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884020,,,"2,493.00",,,"1,861.00",,,0.00,,,0.00,,,0.00,,,726.00,"5,080.00",,,"1,966.00",,,"1,503.00",,,0.00,,,0.00,,,0.00,,,150.00,"3,619.00",,39.83,,36.92,,0.00,,0.00,,0.00,,32.74,39.83,43.00,60.00,60.00,60.00,60.00,60.00,"1,290.84",165.57,126.67,80.94,5.54,350.61,0.00,0.00,,,"2,020.17",,,,,,,0.00,18340284,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243634,ACTIVA,NORMAL,ES0031408035080008ER,31/01/2025,28/02/2025,10/03/2025,,,,,438.32,"Bisbe Panyelles, 17 - local 3",Vilafranca del Penedès,Barcelona,VILAFRANCA DEL PENEDÉS,0833 - Vilafranca Del Penedés,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300073180,,,708.00,,,317.00,,,0.00,,,0.00,,,0.00,,,371.00,"1,396.00",,,230.00,,,86.00,,,0.00,,,0.00,,,0.00,,,46.00,362.00,,11.00,,10.00,,0.00,,0.00,,0.00,,12.00,12.00,7.00,9.00,9.00,9.00,9.00,31.50,348.59,28.01,0.00,20.84,9.94,92.05,0.00,0.00,,,530.37,,,,,,,30.94,18340263,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243657,ACTIVA,NORMAL,ES0022000005335459MK,31/01/2025,28/02/2025,10/03/2025,,,,,"2,369.77","General Vives, 58",Ponferrada,León,PONFERRADA,2403 - Ponferrada,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50272705,,,"3,418.00",,,"2,108.00",,,0.00,,,0.00,,,0.00,,,"3,511.00","9,037.00",,,"1,523.00",,,812.00,,,0.00,,,0.00,,,0.00,,,"1,338.00","3,673.00",,40.89,,36.76,,0.00,,0.00,,0.00,,31.08,40.89,35.00,52.80,52.80,52.80,52.80,52.80,"2,079.68",141.40,21.25,115.18,1.70,497.65,0.00,0.00,,,"2,867.42",,,,,,,10.56,18340285,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011287902,ACTIVA,NORMAL,ES0031405239579001TT,31/01/2025,28/02/2025,11/03/2025,,,,,892.53,"Camí Ral, 608",Mataró,Barcelona,MATARÓ,0828 - Mataró,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85126964,,,"1,175.00",,,859.00,,,0.00,,,0.00,,,0.00,,,815.00,"2,849.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,15.00,,14.00,,0.00,,0.00,,0.00,,16.00,16.00,50.00,50.00,50.00,50.00,50.00,50.00,680.34,159.32,0.00,42.93,9.94,187.43,0.00,0.00,,,"1,079.96",,,,,,,0.00,18344493,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010209336,ACTIVA,NORMAL,ES0022000005732417ZE,01/02/2025,28/02/2025,04/03/2025,,,,,"55,274.40","Calle Joaquin de Cárdenas, 2",Coslada,Madrid,Hospital de Coslada,"2888 - Hospital de Coslada - Calle Joaquin de Cárdenas, 2",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,"91,580.00",,,"63,937.00",,,0.00,,,0.00,,,0.00,,,"131,358.00","286,875.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,668.00,,644.00,,0.00,,0.00,,0.00,,604.00,668.00,805.00,805.00,805.00,805.00,805.00,900.00,"48,969.71","3,616.14",0.00,"2,688.55",0.00,"11,607.62",0.00,0.00,,,"66,882.02",,,,,,,0.00,18305089,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243648,ACTIVA,NORMAL,ES0021000008462392TE,31/01/2025,28/02/2025,10/03/2025,,,,,827.56,"Avda. Alacant, 60",Silla,Valencia/València,SILLA,4603 - Silla,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890128,,,"1,452.00",,,745.00,,,0.00,,,0.00,,,0.00,,,361.00,"2,558.00",,,664.00,,,351.00,,,0.00,,,0.00,,,0.00,,,6.00,"1,021.00",,30.02,,29.14,,0.00,,0.00,,0.00,,7.84,30.02,27.00,30.00,30.00,30.00,30.00,59.40,670.75,94.13,12.05,39.98,5.54,173.79,0.00,0.00,,,"1,001.35",,,,,,,5.11,18340277,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511553,ACTIVA,NORMAL,ES0031406291522002WM,31/01/2025,28/02/2025,06/03/2025,,,,,"1,436.21","Josep Ricart, 6",Sant Feliu de Llobregat,Barcelona,SANT FELIU DE LLOBREGAT,0818 - Sant Feliu De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300001421,,,"2,237.00",,,"1,556.00",,,0.00,,,0.00,,,0.00,,,987.00,"4,780.00",,,742.00,,,506.00,,,0.00,,,0.00,,,0.00,,,386.00,"1,634.00",,24.00,,26.00,,0.00,,0.00,,0.00,,22.00,26.00,50.00,50.00,50.00,50.00,50.00,50.00,"1,188.12",159.32,0.00,68.89,19.88,301.60,0.00,0.00,,,"1,737.81",,,,,,,0.00,18420596,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON010511558,ACTIVA,NORMAL,ES0021000008721059TP,31/01/2025,28/02/2025,06/03/2025,,,,,995.23,"Avda. Cid, 144",València,Valencia/València,VALENCIA-CID,4606 - Valencia-Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35040145,,,"1,551.00",,,957.00,,,0.00,,,0.00,,,0.00,,,265.00,"2,773.00",,,978.00,,,665.00,,,0.00,,,0.00,,,0.00,,,58.00,"1,701.00",,42.24,,39.50,,0.00,,0.00,,0.00,,19.82,42.24,36.00,49.90,49.90,49.90,49.90,49.90,731.01,138.04,33.88,48.14,5.54,209.00,0.00,0.00,,,"1,204.23",,,,,,,38.62,18318024,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243690,ACTIVA,NORMAL,ES0031408110586004DX,31/01/2025,28/02/2025,10/03/2025,,,,,765.75,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  2","8023 - Via Augusta, 18  2",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300038788,,,"1,310.00",,,896.00,,,0.00,,,0.00,,,0.00,,,347.00,"2,553.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,15.00,,14.00,,0.00,,0.00,,0.00,,12.00,15.00,18.00,21.00,21.00,21.00,21.00,31.50,655.57,63.48,0.00,36.76,9.94,160.81,0.00,0.00,,,926.56,,,,,,,0.00,18340326,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243679,ACTIVA,NORMAL,ES0021000002078282VE,31/01/2025,28/02/2025,10/03/2025,,,,,"2,929.22","Vitoria, 54 bjo.",Burgos,Burgos,BURGOS,0901 - Burgos,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49516493,,,"3,686.00",,,"2,865.00",,,0.00,,,0.00,,,0.00,,,"4,547.00","11,098.00",,,934.00,,,771.00,,,0.00,,,0.00,,,0.00,,,688.00,"2,393.00",,57.77,,56.35,,0.00,,0.00,,0.00,,54.73,57.77,38.00,60.00,60.00,60.00,60.00,60.00,"2,488.86",158.03,0.00,142.21,5.54,615.14,0.00,0.00,,,"3,544.36",,,,,,,134.58,18340306,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243635,ACTIVA,NORMAL,ES0113000050680935BH,31/01/2025,28/02/2025,10/03/2025,,,,,111.21,"PALAUDARIES 34,",Granollers,Barcelona,GRANOLLERS SOS,0831 - Granollers Sos,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,SAG0176450404,,,3.00,,,1.00,,,0.00,,,0.00,,,0.00,,,7.00,11.00,,,1.00,,,1.00,,,0.00,,,0.00,,,0.00,,,2.00,4.00,,0.01,,0.01,,0.00,,0.00,,0.00,,2.97,2.97,31.50,31.50,31.50,31.50,31.50,31.50,2.27,100.38,0.04,5.25,3.27,23.35,0.00,0.00,,,134.56,,,,,,,0.00,18420594,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON011243680,ACTIVA,NORMAL,ES0022000008574691JW,31/01/2025,28/02/2025,10/03/2025,,,,,"1,124.82","CALLE EMILIA PARDO BAZAN Nº5,",Alcázar de San Juan,Ciudad Real,ALCÁZAR DE SAN JUAN,1304-Alcázar De San Juan,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,45737244,,,"1,266.00",,,913.00,,,0.00,,,0.00,,,0.00,,,"2,188.00","4,367.00",,,1.00,,,3.00,,,0.00,,,0.00,,,0.00,,,54.00,58.00,,17.35,,15.10,,0.00,,0.00,,0.00,,13.48,17.35,40.00,40.00,40.00,40.00,40.00,40.00,940.25,127.46,0.00,54.59,2.52,236.21,0.00,0.00,,,"1,361.03",,,,,,,0.00,18340308,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243649,ACTIVA,NORMAL,ES0021000008296079ZE,31/01/2025,28/02/2025,10/03/2025,,,,,669.43,"Avda. Vicente Mortes, 100",Paterna,Valencia/València,PATERNA,4602 - Paterna,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49894434,,,882.00,,,670.00,,,0.00,,,0.00,,,0.00,,,850.00,"2,402.00",,,402.00,,,265.00,,,0.00,,,0.00,,,0.00,,,600.00,"1,267.00",,16.70,,16.54,,0.00,,0.00,,0.00,,15.12,16.70,20.00,22.00,22.00,22.00,22.00,60.00,554.14,71.03,6.43,32.29,5.54,140.58,0.00,0.00,,,810.01,,,,,,,0.00,18340278,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380504,ACTIVA,NORMAL,ES0031406280073002PZ,31/01/2025,28/02/2025,05/03/2025,,,,,960.72,"Av. Marià Fortuny, 2-4",Reus,Tarragona,REUS,4303 - Reus,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,51230852,,,"1,651.00",,,"1,048.00",,,0.00,,,0.00,,,0.00,,,468.00,"3,167.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,49.00,49.00,,24.00,,24.00,,0.00,,0.00,,0.00,,20.00,24.00,18.00,23.00,23.00,23.00,23.00,65.00,814.09,70.12,0.00,45.21,31.30,201.75,0.00,0.00,,,"1,162.47",,,,,,,0.00,18317968,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243689,ACTIVA,NORMAL,ES0021000008769780WS,31/01/2025,28/02/2025,10/03/2025,,,,,"3,099.13","Avda. Baleares, 16",València,Valencia/València,VALENCIA-BALEARES,4601 - Valencia-Baleares,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49889984,,,"5,484.00",,,"3,087.00",,,0.00,,,0.00,,,0.00,,,"1,684.00","10,255.00",,,658.00,,,368.00,,,0.00,,,0.00,,,0.00,,,413.00,"1,439.00",,95.06,,103.30,,0.00,,0.00,,0.00,,78.35,103.30,90.00,90.00,90.00,90.00,90.00,90.00,"2,642.06",286.78,0.00,150.47,5.54,650.82,0.00,0.00,,,"3,749.95",,,,,,,14.28,18340324,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243631,ACTIVA,NORMAL,ES0031408110586007DJ,31/01/2025,28/02/2025,10/03/2025,,,,,728.63,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  3","8003 - Via Augusta, 18  3",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300008027,,,"1,259.00",,,790.00,,,0.00,,,0.00,,,0.00,,,357.00,"2,406.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,15.00,,17.00,,0.00,,0.00,,0.00,,14.00,17.00,17.00,20.00,20.00,20.00,20.00,40.00,618.88,61.29,0.00,34.78,13.68,153.01,0.00,0.00,,,881.64,,,,,,,0.00,18340260,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380491,ACTIVA,NORMAL,ES0031300014540042CA,31/01/2025,28/02/2025,05/03/2025,,,,,"2,449.46","Avda.  de Navarra, 71-73",Zaragoza,Zaragoza,ZARAGOZA,5001 - Zaragoza,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,61426,,,"3,862.00",,,"2,308.00",,,0.00,,,0.00,,,0.00,,,"2,644.00","8,814.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,60.00,,56.00,,0.00,,0.00,,0.00,,56.00,60.00,47.00,65.00,65.00,65.00,65.00,82.00,"2,122.35",181.75,0.00,117.80,27.56,514.39,0.00,0.00,,,"2,963.85",,,,,,,0.00,18317955,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015013055,ACTIVA,NORMAL,ES0027700038254001WD,31/01/2025,28/02/2025,31/03/2025,,,,,"1,158.62","Marqués de la Hermida, 28",Santander,Cantabria,SANTANDER OFICINAS,3901 - Santander Oficinas,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85118149,,,"1,467.00",,,"1,019.00",,,0.00,,,0.00,,,0.00,,,"1,808.00","4,294.00",,,289.00,,,273.00,,,0.00,,,0.00,,,0.00,,,294.00,856.00,,18.00,,22.00,,0.00,,0.00,,0.00,,15.00,22.00,40.00,40.00,40.00,40.00,40.00,65.70,965.13,130.14,0.00,56.00,7.35,243.31,0.00,0.00,,,"1,401.93",,,,,,,0.00,18560979,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
