Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin impuestos (€)
P25CON058822265,ACTIVA,NORMAL,ES0031408409233003BJ,17/11/2025,16/12/2025,20/12/2025,,,,,198.34,"Rambla Samá, 81-83",Vilanova i la Geltrú,Barcelona,VILANOVA I LA GELTRÚ,0804 - Vilanova I La Geltrú ,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,202510534,61816,62116,299.41,12904,13200,296.21,9403,9526,122.30,,,0.00,,,0.00,,,0.00,717.92,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,9.20,9.20,0.00,0.00,0.00,0.00,167.39,20.20,0.00,9.61,0.77,41.65,0.00,0.37,,,239.99,,,,,,,0.00,19736888,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0033770521183001JQ,13/11/2025,13/12/2025,01/01/2026,,,,,491.15,"RONDA MUSICO XOSE CASTIÑEIRA, 34",Lugo,Lugo,LUGO,2701 - Lugo,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,21E4E5MA908405603,8466,8896,430.00,10235,11044,809.00,8386,8736,350.00,9630,9630,0.00,4009,4009,0.00,32557,33992,"1,435.00","3,024.00",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,11,11.00,12,12.09,11,11.67,0,0.00,0,0.00,11,11.31,12.09,20.00,20.00,20.00,20.00,20.00,20.00,391.92,68.29,0.00,23.55,7.01,103.14,0.00,0.38,,,594.29,,,,,,,0.00,19774739,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031405016160002LB,10/11/2025,08/12/2025,02/02/2026,,,,,800.13,"Av. de Jaume I, 190",Mollet del Vallès,Barcelona,MOLLET DEL VALLÉS,0814 - Mollet Del Vallés ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,2516412,196099,196653,554.00,490483,492063,"1,580.00",111661,112401,740.00,49145,49145,0.00,45768,45768,0.00,60141,61691,"1,550.00","4,424.00",49949,49979,30.00,115081,115154,73.00,19098,19138,40.00,7418,7418,0.00,10305,10305,0.00,4177,4205,28.00,171.00,42,42.50,42,42.50,42,42.50,0,0.00,0,0.00,42,42.50,42.50,50.00,50.00,50.00,50.00,50.00,50.00,588.52,159.32,0.00,38.25,13.68,168.03,0.00,0.36,,,968.16,,,,,,,0.00,20049061,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON056493005,ACTIVA,NORMAL,ES0031405290900002WC,06/11/2025,03/12/2025,10/12/2025,,,,,266.41,"RD PONENT 8, BJO,",Sabadell,Barcelona,SABADELL,0810 - Sabadell ,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,538042,51906,52302,396.37,22351,22734,382.34,9461,9634,173.01,,,0.00,,,0.00,,,0.00,951.72,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,221.31,30.65,0.00,12.90,1.21,55.95,0.00,0.34,,,322.36,,,,,,,0.00,19671809,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0031405650793004AQ,05/11/2025,03/12/2025,01/01/2026,,,,,64.57,"AV CATALUNYA 45, 1-1,",Tarragona,Tarragona,TARRAGONA OFICINA,4301 - Tarragona Oficina,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,203901013,24293,24428,134.28,7688,7836,148.23,1895,1926,31.15,,,0.00,,,0.00,,,0.00,313.66,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,4.40,4.40,0.00,0.00,0.00,0.00,51.03,9.33,0.00,3.10,0.75,13.56,0.00,0.36,,,78.13,,,,,,,0.00,19774715,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON056493009,ACTIVA,NORMAL,ES0031104135323002RV,06/11/2025,03/12/2025,10/12/2025,,,,,358.44,"Av. Reina Sofía, s/n., bloque 1",Mérida,Badajoz,MÉRIDA,0603 - Mérida ,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,200057630,49993,50600,607.27,18102,18635,532.55,9344,9502,158.43,,,0.00,,,0.00,,,0.00,"1,298.25",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.86,13.86,0.00,0.00,0.00,0.00,311.19,28.32,0.00,17.38,1.21,75.27,0.00,0.34,,,433.71,,,,,,,0.00,19671811,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000034,ACTIVA,NORMAL,ES0031101936227001HA,30/11/2025,03/12/2025,01/01/2026,,,,,16.20,"Urban. Torre Almirante, Bl. 1",Algeciras,Cádiz,ALGECIRAS,1102 - Algeciras,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13007585,30670,30670,0.00,37385,37387,1.45,32370,32370,0.00,28052,28052,0.00,11767,11767,0.00,27169,27169,0.00,1.45,21373,21373,0.00,26379,26383,0.00,24677,24679,0.00,21843,21843,0.00,8910,8910,0.00,4654,4662,0.00,0.00,0,0.00,0,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0.08,41.42,41.42,41.42,41.42,41.42,41.42,0.22,14.13,0.00,0.74,1.07,3.40,0.00,0.04,,,19.60,,,,,,,0.00,20049165,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0031405538628001TX,11/11/2025,02/12/2025,01/01/2026,,,,,726.89,"Pl. de l'Estació, 5",Vic,Barcelona,VIC,0811 - Vic ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95614883,209631,209859,228.00,560683,562122,"1,439.00",255657,256805,"1,148.00",76617,76617,0.00,140745,140745,0.00,207998,209644,"1,646.00","4,461.00",54430,54430,0.00,142461,142461,0.00,69784,69785,1.00,19825,19825,0.00,42069,42069,0.00,56256,56257,1.00,2.00,34,34.00,35,35.00,0,0.00,0,0.00,0,0.00,49,49.00,49.00,50.00,50.00,50.00,50.00,50.00,50.00,564.68,119.49,0.00,34.99,7.46,152.65,0.00,0.27,,,879.54,,,,,,,0.00,19774825,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON057373023,ACTIVA,NORMAL,ES0022000008995552AD,04/11/2025,02/12/2025,15/12/2025,,,,,12.94,"Calle Rua José Fariña Ferreño 13, Bajo",Vilagarcía de Arousa,Pontevedra,VILAGARCIA DE AROUSA,3603 - Vilagarcia De Arousa ,ASEPEYO,G08215824,2.0TD,ENDESA,,SIN LECTURA,141230691,39454,39454,0.00,28204,28204,0.00,6621,6621,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,5.75,5.75,0.00,0.00,0.00,0.00,0.00,12.19,0.00,0.00,0.75,2.72,0.00,0.00,,,15.66,,,,,,,0.00,19700934,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031406277612002GZ,05/11/2025,02/12/2025,02/02/2026,,,,,28.55,"AUME CASANOVAS 190, BJO-1,","Prat de Llobregat, El",Barcelona,EL PRAT DE LLOBREGAT SOS,0815 - El Prat De Llobregat Sos ,ASEPEYO,G08215824,2.0TD,ENDESA,,SIN LECTURA,463900,81,81,0.00,86,86,0.00,3,3,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00,0.00,26.98,0.00,0.02,1.21,6.00,0.00,0.34,,,34.55,,,,,,,0.00,20049067,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
N26AGN000000003,ACTIVA,NORMAL,ES0031601066550008TV,04/11/2025,02/12/2025,01/01/2026,,,,,160.92,"Avda. Marítima, 77 (Edificio Aroda)",Santa Cruz de la Palma,Santa Cruz de Tenerife,SANTA CRUZ DE LA PALMA,3802 - Santa Cruz De La Palma,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,68033,80927,81200,272.94,12614,12848,233.78,12042,12380,338.98,,,0.00,,,0.00,,,0.00,845.70,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00,123.78,27.76,0.00,7.77,1.25,0.00,0.00,0.36,,,165.80,,,,,,,0.00,19774754,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000009924299JA,31/10/2025,30/11/2025,01/01/2026,,,,,229.71,"San Juan Bautista, 1",Portugalete,Bizkaia,PORTUGALETE,4802 - Portugalete ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,44441640,25778,25778,0.00,63339,63860,521.00,15814,16148,334.00,12153,12153,0.00,8739,8739,0.00,14960,15229,269.00,"1,124.00",5068,5068,0.00,11645,11765,120.00,1548,1555,7.00,1359,1359,0.00,370,370,0.00,399,399,0.00,127.00,0,0.00,14,14.71,13,13.47,0,0.00,0,0.00,3,3.65,14.71,13.00,17.00,18.00,41.50,41.50,41.50,145.75,66.76,0.00,10.88,5.94,48.24,0.00,0.38,,,277.95,,,,,,,0.00,19774962,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000013063393JB,31/10/2025,30/11/2025,01/01/2026,,,,,"1,094.92","Corredera, 19",León,León,LEÓN,2401 - León ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47934829,84169,84169,0.00,146138,148417,"2,279.00",63778,65540,"1,762.00",48505,48505,0.00,30291,30291,0.00,92156,94476,"2,320.00","6,361.00",28147,28147,0.00,52305,52305,0.00,16657,16657,0.00,12998,12998,0.00,9058,9058,0.00,17033,17036,3.00,3.00,0,0.00,33,33.50,33,33.67,0,0.00,0,0.00,22,22.42,33.67,55.00,85.00,85.00,85.00,85.00,85.00,792.04,241.74,0.00,52.87,7.89,229.93,0.00,0.38,,,"1,324.85",,,,,,,0.00,19774702,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000008769780WS,31/10/2025,30/11/2025,01/01/2026,,,,,"1,415.91","Avda. Baleares, 16",València,Valencia/València,VALENCIA-BALEARES,4601 - Valencia-Baleares ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49889984,127608,127608,0.00,165763,169880,"4,117.00",128080,130085,"2,005.00",104114,104114,0.00,31609,31609,0.00,108406,110101,"1,695.00","7,817.00",24258,24258,0.00,23423,23914,491.00,25399,25657,258.00,17312,17312,0.00,5548,5548,0.00,25165,25567,402.00,"1,151.00",0,0.00,85,85.53,81,81.08,0,0.00,0,0.00,60,60.74,85.53,90.00,90.00,90.00,90.00,90.00,90.00,"1,033.75",307.26,0.00,68.58,5.94,297.34,0.00,0.38,,,"1,713.25",,,,,,,0.00,19774750,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0031500604178002RW,31/10/2025,30/11/2025,01/01/2026,,,,,336.49,CALLE JOSEP ZORNOZA BERNABEU 6 LOC 2 - 07800,Eivissa,"Balears, Illes",IBIZA,0705-Ibiza,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,12091073,16452,16452,0.00,15633,15633,0.00,12268,12268,0.00,13778,14376,598.00,4799,5167,368.00,30039,30716,677.00,"1,643.00",114,114,0.00,72,72,0.00,25,25,0.00,54,54,0.00,11,12,1.00,20,20,0.00,1.00,0,0.00,0,0.00,0,0.00,9,9.00,11,11.00,3,3.00,11.00,43.64,43.64,43.64,43.64,43.64,43.64,160.61,149.00,0.00,15.85,10.65,70.66,0.00,0.38,,,407.15,,,,,,,0.00,19774791,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0031405522809023XH,31/10/2025,30/11/2025,01/01/2026,,,,,79.34,"SANT JOAN BOSCO 38, SOS",Sant Boi de Llobregat,Barcelona,SANT BOI DE LLOBREGAT  SOS,0820 - Sant Boi De Llobregat  Sos ,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,300109420,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,68.29,0.00,0.02,10.65,16.66,0.00,0.38,,,96.00,,,,,,,0.00,19774731,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000012871178MF,31/10/2025,30/11/2025,01/01/2026,,,,,894.37,"Camino del Molino, 21",Collado Villalba,Madrid,COLLADO VILLALBA,2826 - Collado Villalba ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47543370,64975,64975,0.00,105202,107970,"2,768.00",62726,64330,"1,604.00",46396,46396,0.00,20692,20692,0.00,63390,64169,779.00,"5,151.00",22852,22852,0.00,35323,36373,"1,050.00",21725,22393,668.00,14163,14163,0.00,6140,6140,0.00,20226,20282,56.00,"1,774.00",0,0.00,41,41.65,42,42.70,0,0.00,0,0.00,39,39.46,42.70,43.00,43.00,43.00,43.00,43.00,43.00,686.60,146.80,11.44,43.21,5.94,187.82,0.00,0.38,,,"1,082.19",,,,,,,0.00,19774900,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000009322654MS,31/10/2025,30/11/2025,01/01/2026,,,,,"4,020.95","Av. de Salamanca, 1 -Edificio Duque de Lerma-",Valladolid,Valladolid,VALLADOLID,4701 - Valladolid ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884210,187039,187039,0.00,275490,283197,"7,707.00",149556,155633,"6,077.00",113119,113119,0.00,59627,59627,0.00,214725,218521,"3,796.00","17,580.00",31075,31075,0.00,45788,46774,986.00,24168,24950,782.00,15236,15236,0.00,6991,6991,0.00,14553,14653,100.00,"1,868.00",0,0.00,141,141.20,142,142.92,0,0.00,0,0.00,80,80.88,142.92,52.00,52.00,52.00,150.00,150.00,150.00,"2,267.34",236.87,0.00,195.20,7.89,844.40,0.00,0.38,,,"4,865.35",,,,,,,"1,313.27",19774735,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
N26AGN000000004,ACTIVA,NORMAL,ES0031601327612002EM,31/10/2025,30/11/2025,01/01/2026,,,,,801.11,N/A Partera Leonorita 4 - 35100,San Fernando,Cádiz,GRAN CANARIA SUR,3502 - Gran Canaria Sur,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,88515031,67234,67234,0.00,64458,66425,"1,967.00",51543,52624,"1,081.00",48927,48927,0.00,25896,25896,0.00,53901,54909,"1,008.00","4,056.00",4993,4993,0.00,2537,2696,159.00,4252,4358,106.00,3145,3145,0.00,1836,1836,0.00,1555,1593,38.00,303.00,0,0.00,28,28.00,24,24.00,0,0.00,0,0.00,16,16.00,28.00,60.00,60.00,60.00,60.00,60.00,60.00,528.81,204.86,0.00,37.53,29.53,25.22,0.00,0.38,,,826.33,,,,,,,0.00,19774789,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000011980816WK,31/10/2025,30/11/2025,01/01/2026,,,,,448.55,"Avda. Portugal, 7",Zamora,Zamora,ZAMORA,4901 - Zamora,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884521,49945,49945,0.00,83458,84569,"1,111.00",47581,48229,648.00,30941,30941,0.00,21296,21296,0.00,109418,110090,672.00,"2,431.00",17268,17268,0.00,26305,26305,0.00,18578,18578,0.00,13623,13623,0.00,6278,6278,0.00,33320,33320,0.00,0.00,0,0.00,22,22.52,23,23.24,0,0.00,0,0.00,17,17.14,23.24,27.00,33.00,33.00,33.00,33.00,52.00,313.75,105.10,0.00,21.43,7.89,94.20,0.00,0.38,,,542.75,,,,,,,0.00,19774908,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000009468897QR,31/10/2025,30/11/2025,01/01/2026,,,,,220.17,"Urbi Kalea, 21-23",Basauri,Bizkaia,BASAURI,4803 - Basauri ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,44441846,25508,25508,0.00,63840,64350,510.00,24897,25153,256.00,11289,11289,0.00,7397,7397,0.00,19218,19553,335.00,"1,101.00",6016,6016,0.00,18597,18597,0.00,5629,5629,0.00,1536,1536,0.00,638,638,0.00,1114,1115,1.00,1.00,0,0.00,13,13.40,11,11.55,0,0.00,0,0.00,13,13.30,13.40,14.00,21.00,21.00,21.00,21.00,30.00,142.05,61.38,0.00,10.42,5.94,46.24,0.00,0.38,,,266.41,,,,,,,0.00,19774870,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000000799912GS,31/10/2025,30/11/2025,01/01/2026,,,,,441.48,"La Nucía, Edif. MarinaTolls II",Benidorm,Alicante/Alacant,BENIDORM,0303 - Benidorm ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49896404,39086,39086,0.00,50072,50831,759.00,49545,50069,524.00,45650,45650,0.00,14072,14072,0.00,39929,40624,695.00,"1,978.00",26400,26400,0.00,32660,32802,142.00,32636,32725,89.00,29658,29658,0.00,8153,8153,0.00,8973,9071,98.00,329.00,0,0.00,14,14.77,16,16.14,0,0.00,0,0.00,12,12.60,16.14,29.00,66.00,66.00,66.00,66.00,66.00,248.43,165.55,0.00,21.18,5.94,92.71,0.00,0.38,,,534.19,,,,,,,0.00,19774873,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000011885567RS,31/10/2025,30/11/2025,01/01/2026,,,,,"1,011.60","Calle de los Hornos Caleros, 37",Ávila,Ávila,ÁVILA,0501 - Ávila,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47922588,51986,51986,0.00,121759,123623,"1,864.00",59053,60417,"1,364.00",26967,26967,0.00,22499,22499,0.00,83185,86985,"3,799.18","7,027.18",16800,16800,0.00,39553,40423,0.00,13534,14296,0.00,7624,7677,0.00,6687,6733,0.00,32834,35272,0.00,0.00,0,0.00,25,25.12,19,19.47,0,0.00,0,0.00,19,19.08,25.12,34.00,34.00,34.00,34.00,34.00,34.00,838.42,116.09,0.00,48.82,7.89,212.44,0.00,0.38,,,"1,224.04",,,,,,,0.00,19774801,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000033,ACTIVA,NORMAL,ES0021000009664826RQ,31/10/2025,30/11/2025,01/01/2026,,,,,855.50,"Avda. Sabino Arana, 33-35",Bilbao,Bizkaia,BILBAO,4801 - Bilbao ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49885964,56060,56060,0.00,82487,84659,"2,172.00",59239,60788,"1,549.00",59310,59310,0.00,23216,23216,0.00,82850,84471,"1,621.00","5,342.00",8254,8254,0.00,11896,12205,309.00,11202,11390,188.00,10304,10304,0.00,2630,2630,0.00,11760,12114,354.00,851.00,0,0.00,40,40.37,41,41.29,0,0.00,0,0.00,19,19.61,41.29,25.00,44.00,44.00,44.00,44.00,120.00,678.01,127.99,0.00,41.23,7.89,179.66,0.00,0.38,,,"1,035.16",,,,,,,0.00,19774793,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
N26AGN000000004,ACTIVA,NORMAL,ES0031601013502001MS,31/10/2025,30/11/2025,01/01/2026,,,,,527.39,"AV DE LAS PETROLIFERAS 0, DARS. EXT., LOC, CENTR. MEDIC","Palmas de Gran Canaria, Las","Palmas, Las",LAS PALMAS PUERTO DE LA LUZ,3504 - Las Palmas Puerto De La Luz ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,68524914,69775,69775,0.00,96838,97942,"1,104.00",34150,34639,489.00,26068,26068,0.00,16151,16151,0.00,27837,28207,370.00,"1,963.00",51085,51085,0.00,62090,62930,840.00,17590,17905,315.00,14820,14820,0.00,6698,6698,0.00,5857,5918,61.00,"1,216.00",0,0.00,24,24.00,16,16.00,0,0.00,0,0.00,16,16.00,24.00,54.00,54.00,54.00,54.00,54.00,54.00,262.75,184.36,26.15,24.22,29.53,17.01,0.00,0.38,,,544.40,,,,,,,0.00,19774803,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031405787596001EW,31/10/2025,30/11/2025,02/02/2026,,,,,35.26,"AV PAU CLARIS 18, LOC-2,",Martorell,Barcelona,MARTORELL  SOS,0819 - Martorell  Sos ,ASEPEYO,G08215824,2.0TD,ENDESA,,SIN LECTURA,800523065,0,0,0.00,0,0,0.00,0,0,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,0,0.00,0,0.00,,0.00,,0.00,,0.00,,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,34.06,0.00,0.02,0.80,7.40,0.00,0.38,,,42.66,,,,,,,0.00,20049086,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000010507536WY,31/10/2025,30/11/2025,01/01/2026,,,,,196.33,Parque Industrial Juan Carlos I,Almussafes,Valencia/València,ALMUSSAFES,4608 - Almussafes,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,186310660,21501,21501,0.00,41099,41640,541.00,21364,21736,372.00,14369,14369,0.00,6988,6988,0.00,12761,12977,216.00,"1,129.00",1881,1881,0.00,4719,4719,0.00,2136,2136,0.00,1070,1070,0.00,489,489,0.00,379,379,0.00,0.00,0,0.00,9,9.03,9,9.23,0,0.00,0,0.00,5,5.15,9.23,8.00,10.00,10.00,10.00,10.00,30.00,147.61,33.14,0.00,9.26,5.94,41.23,0.00,0.38,,,237.56,,,,,,,0.00,19774966,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000000031,ACTIVA,NORMAL,ES0021000009728591ZW,31/10/2025,30/11/2025,01/01/2026,,,,,575.90,"Murueta, Torre 2 A",Durango,Bizkaia,DURANGO,4804 - Durango ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043125,40259,40259,0.00,76220,78111,"1,891.00",40095,40976,881.00,21398,21398,0.00,20543,20543,0.00,52996,53415,419.00,"3,191.00",3150,3150,0.00,5983,5997,14.00,3102,3109,7.00,1576,1576,0.00,1653,1653,0.00,5027,5027,0.00,21.00,0,0.00,31,31.35,30,30.44,0,0.00,0,0.00,25,25.03,31.35,27.00,28.00,28.00,28.00,28.00,50.00,432.53,96.43,0.00,27.63,7.89,120.94,0.00,0.38,,,696.84,,,,,,,11.04,19774757,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
